topic_short,panel_factor,wave,covariates,estimate,std.error,p.value,conf.low,conf.high
Trump said 'Good' to children's separation,Panel 6 (MTurk),w1,no,-26.80976303317533,3.5908650924642367,5.597904099122162e-13,-33.86998179314473,-19.74954427320592
Trump said 'Good' to children's separation,Panel 6 (MTurk),w2,no,-26.405849695328325,3.778083351823928,1.2296021833756346e-11,-33.83416968798231,-18.977529702674342
Trump said 'Good' to children's separation,Panel 6 (MTurk),ratio,no,0.9849340951896084,0.09706643569928528,1.3657603814984609e-21,0.7940858587226789,1.175782331656538
Biden and Obama plotted to have Seal Team 6 murdered,Panel 5 (Lucid),w1,no,-7.332246338073357,3.9695936717988314,0.06574730993901065,-15.145000353769124,0.4805076776224082
Biden and Obama plotted to have Seal Team 6 murdered,Panel 5 (Lucid),w2,no,0.41673794504437217,4.224303657520864,0.9214821368093472,-7.897323415512678,8.730799305601423
Biden and Obama plotted to have Seal Team 6 murdered,Panel 5 (Lucid),ratio,no,-0.0568363262538505,0.5942867357154671,0.923874001396102,-1.2264815002476284,1.1128088477399274
Joe Biden has never made more than $400k,Panel 5 (Lucid),w1,no,-2.4258241758241788,3.758529206199405,0.5190991574229583,-9.819196769735584,4.967548418087226
Joe Biden has never made more than $400k,Panel 5 (Lucid),w2,no,-2.3861138861138893,3.912293820606307,0.5423417637116039,-10.08195561720646,5.309727844978681
Joe Biden has never made more than $400k,Panel 5 (Lucid),ratio,no,0.9836301863481872,1.6973207702260775,0.5626294827882337,-2.355155859259119,4.3224162319554935
Kamala Harris imprisoned prolife activists,Panel 5 (Lucid),w1,no,2.2843360379972304,3.768473277409011,0.5447980910789316,-5.127587659662801,9.69625973565726
Kamala Harris imprisoned prolife activists,Panel 5 (Lucid),w2,no,0.7169173428326425,4.016043034575033,0.8584240038780747,-7.181932495703302,8.615767181368588
Kamala Harris imprisoned prolife activists,Panel 5 (Lucid),ratio,no,0.31384057814074184,1.5915808816309918,0.8437959063486591,-2.8165189029842295,3.444200059265713
Hunter Biden's laptop had photos torturing children,Panel 4 (MTurk),w1,no,-0.9716213736723056,1.977554968914929,0.6232964465761295,-4.851894413689121,2.9086516663445092
Hunter Biden's laptop had photos torturing children,Panel 4 (MTurk),w2,no,0.6576403471217044,2.0694368459306314,0.7507076931439468,-3.4029193478070567,4.718200042050466
Hunter Biden's laptop had photos torturing children,Panel 4 (MTurk),ratio,no,-0.6768483742140137,3.3012862169410506,0.8375906065220987,-7.154489757808101,5.800793009380072
Trump chose Judge Barrett on basis of looks,Panel 4 (MTurk),w1,no,-7.992890961055482,2.1345415205812284,1.9052407046555767e-4,-12.181338917582917,-3.80444300452805
Trump chose Judge Barrett on basis of looks,Panel 4 (MTurk),w2,no,-1.9964400675539216,2.266459716772758,0.3785934650055479,-6.443741034875328,2.450860899767485
Trump chose Judge Barrett on basis of looks,Panel 4 (MTurk),ratio,no,0.24977696771809096,0.24295280419428525,0.30414477556295333,-0.22695078222189424,0.7265047176580761
WHO: children to be vaccinated without parents' consent,Panel 4 (MTurk),w1,no,-14.538598330207073,2.1445452812780625,2.0189509924522698e-11,-18.746722508235685,-10.33047415217846
WHO: children to be vaccinated without parents' consent,Panel 4 (MTurk),w2,no,-6.3403582331089705,2.241334816745721,0.00476151748716733,-10.738407234799446,-1.942309231418496
WHO: children to be vaccinated without parents' consent,Panel 4 (MTurk),ratio,no,0.4361051931626332,0.1252768959818919,5.200128472858145e-4,0.19028117651347365,0.6819292098117927
Donald Trump claimed his DNA was USA,Panel 3 (Lucid),w1,no,-6.116097397270477,3.177005918040057,0.05482740991000834,-12.35923449979755,0.12703970525659614
Donald Trump claimed his DNA was USA,Panel 3 (Lucid),w2,no,-0.8349056603773567,3.759086722814206,0.8243313832383115,-8.221890260423788,6.552078939669074
Donald Trump claimed his DNA was USA,Panel 3 (Lucid),ratio,no,0.13650954295626383,0.5929754843025252,0.8180294079750243,-1.0287470988135103,1.3017661847260378
Judge Barrett made homophobic and racist statements,Panel 3 (Lucid),w1,no,-16.324670109007496,3.144102709810115,3.1348831725512825e-7,-22.50336168802093,-10.14597852999406
Judge Barrett made homophobic and racist statements,Panel 3 (Lucid),w2,no,-3.5786001147446993,3.519953408953212,0.3098525469554917,-10.495901645181132,3.3387014156917325
Judge Barrett made homophobic and racist statements,Panel 3 (Lucid),ratio,no,0.21921423776705432,0.19639033724066193,0.2649158005464896,-0.16672586499179304,0.6051543405259017
Obama failed to nominate US judges,Panel 3 (Lucid),w1,no,-7.347420789216581,3.4419593979736707,0.03333313861693281,-14.11189394479287,-0.582947633640293
Obama failed to nominate US judges,Panel 3 (Lucid),w2,no,2.3006420609758544,3.6010030147105776,0.523222951328471,-4.776399068707257,9.377683190658969
Obama failed to nominate US judges,Panel 3 (Lucid),ratio,no,-0.3131224040349589,0.5678529010899318,0.5816256105080171,-1.4291221186162362,0.8028773105463183
Biden wears wire at debate,Panel 2 (MTurk),w1,no,-3.511376792234402,2.849197255878712,0.2181908923591592,-9.1049242841843,2.082170699715496
Biden wears wire at debate,Panel 2 (MTurk),w2,no,-1.9075830439041852,2.855884318047302,0.5043765690158537,-7.514258584375278,3.699092496566908
Biden wears wire at debate,Panel 2 (MTurk),ratio,no,0.5432578605984586,0.5622768437977298,0.3342748164330468,-0.5606047178583351,1.6471204390552523
Trump holds Bible upside down,Panel 2 (MTurk),w1,no,-18.99991450068395,2.7239709884343184,6.964540255064358e-12,-24.347839686012968,-13.65198931535493
Trump holds Bible upside down,Panel 2 (MTurk),w2,no,-21.039407412013393,2.744786521961011,5.823465313123996e-14,-26.428199374729584,-15.650615449297202
Trump holds Bible upside down,Panel 2 (MTurk),ratio,no,1.107342215211339,0.12467415807900484,5.2479795843295745e-18,0.8625715943855885,1.3521128360370895
Trump responsible for all Covid deaths,Panel 2 (MTurk),w1,no,-6.885143072616786,3.077914780223737,0.02558623511719253,-12.92761480731708,-0.8426713379164896
Trump responsible for all Covid deaths,Panel 2 (MTurk),w2,no,-2.9252186335223587,3.1150333643678585,0.34800339384486634,-9.040560480470091,3.1901232134253745
Trump responsible for all Covid deaths,Panel 2 (MTurk),ratio,no,0.42485952763368307,0.3466953978422145,0.220793277628264,-0.25576267655222185,1.105481731819588
A black man invented the light bulb,Panel 1 (MTurk),w1,no,3.080294257713608,3.0668398506783157,0.3155441745113547,-2.941163624331841,9.101752139759055
A black man invented the light bulb,Panel 1 (MTurk),w2,no,6.6030445062703045,3.0540673958984197,0.03095742247871587,0.6066641640548083,12.5994248484858
A black man invented the light bulb,Panel 1 (MTurk),ratio,no,2.143640819293495,1.5225245986497922,0.15959579409378905,-0.8456961501997644,5.132977788786754
Antifa start West Coast wildfires,Panel 1 (MTurk),w1,no,5.358184531837219,3.2104327983460266,0.0955897727923988,-0.9456213038954404,11.661990367569878
Antifa start West Coast wildfires,Panel 1 (MTurk),w2,no,6.202756648864436,3.21293814652503,0.05396283373453017,-0.10596853247156002,12.511481830200433
Antifa start West Coast wildfires,Panel 1 (MTurk),ratio,no,1.1576228127286348,0.3478878628740439,9.243220840222992e-4,0.4745318782926997,1.8407137471645696
SARS-CoV-2 man made virus created in the lab,Panel 1 (MTurk),w1,no,-2.7372469137970334,3.134457863523598,0.3828241220319421,-8.891739710076646,3.41724588248258
SARS-CoV-2 man made virus created in the lab,Panel 1 (MTurk),w2,no,-2.893664284334552,3.144142907547087,0.3577275672252449,-9.067173617530443,3.2798450488613384
SARS-CoV-2 man made virus created in the lab,Panel 1 (MTurk),ratio,no,1.057144048550991,0.7669437455465312,0.1685423681851544,-0.448746272083812,2.563034369185794
A black man invented the light bulb,Panel 1 (Lucid),w1,no,4.084004174120449,4.402465614626234,0.35437292876557414,-4.581729560242073,12.74973790848297
A black man invented the light bulb,Panel 1 (Lucid),w2,no,0.4194245676803805,4.59092658502496,0.9272716067336528,-8.617272334087504,9.456121469448265
A black man invented the light bulb,Panel 1 (Lucid),ratio,no,0.10269934843312332,1.066343664942804,0.9233426912002504,-1.996272245806835,2.2016709426730814
Antifa start West Coast wildfires,Panel 1 (Lucid),w1,no,-1.098703677610262,4.082211797413709,0.7880100953990499,-9.133222705712278,6.935815350491755
Antifa start West Coast wildfires,Panel 1 (Lucid),w2,no,-0.5664834906768114,4.019683913491602,0.8880251577733631,-8.477936519734532,7.34496953838091
Antifa start West Coast wildfires,Panel 1 (Lucid),ratio,no,0.515592604467262,3.0760847103284146,0.8670043578984037,-5.538689329861932,6.569874538796456
SARS-CoV-2 man made virus created in the lab,Panel 1 (Lucid),w1,no,3.011107584893681,4.898606276774791,0.5392736905926757,-6.632737540869476,12.654952710656838
SARS-CoV-2 man made virus created in the lab,Panel 1 (Lucid),w2,no,-1.0158150851581491,4.929845586707857,0.8369022011576024,-10.721160778594722,8.689530608278424
SARS-CoV-2 man made virus created in the lab,Panel 1 (Lucid),ratio,no,-0.3373559584035678,2.059545285693298,0.8700088590258602,-4.391965502936868,3.7172535861297327
Meta-analysis,Meta-analysis,w1,no,-6.238107549804316,1.6011856179745452,9.782252371890655e-5,-9.376373693597934,-3.099841406010699
Meta-analysis,Meta-analysis,w2,no,-2.99015559891734,1.496100308268099,0.04564806615669528,-5.922458320382086,-0.057852877452594154
Meta-analysis,Meta-analysis,ratio,no,0.5435758722336379,0.10921869326703536,6.459431374398851e-7,0.3295111669917214,0.7576405774755544
